Date,value,gross
2004-11-18,1.0,1.3
2004-11-19,0.9871500046026289,1.3039351727120345
2004-11-22,0.9934874034151895,1.3020262998079468
2004-11-23,0.9952826447819184,1.301511691858615
2004-11-24,0.9970919185048334,1.3009948473037654
2004-11-26,0.993080526670726,1.3022410333944399
2004-11-29,0.9840087625403722,1.3050583411068635
2004-11-30,0.9823413966528745,1.3056071346555582
2004-12-01,0.9903151024206147,1.3
2004-12-02,0.9888473207584332,1.3004759652913485
2004-12-03,0.9962817444213804,1.2982642013605554
2004-12-06,0.9977788516646277,1.2978470109590587
2004-12-07,0.9912131033703669,1.2998506787870296
2004-12-08,1.003812610057353,1.296117629537881
2004-12-09,1.002988712554157,1.2963914147630762
2004-12-10,1.0050458836305491,1.295815230348638
2004-12-13,1.012885287028166,1.2935560125171297
2004-12-14,1.017660563728423,1.292208430395521
2004-12-15,1.0230384555063747,1.2907020786191152
2004-12-16,1.014632249523716,1.2931403967075852
2004-12-17,1.0086664980384514,1.2949040706543165
2004-12-20,1.009784865824857,1.294607287140317
2004-12-21,1.0173514749207777,1.2924458113486113
2004-12-22,1.0174215146209955,1.2924555252482748
2004-12-23,1.0162497693047106,1.2928223221347963
2004-12-27,1.010482482345399,1.2945233583119298
2004-12-28,1.0143308559862956,1.293435998465819
2004-12-29,1.014935678148983,1.2932915187075293
2004-12-30,1.0169228711084601,1.2927483828539281
2004-12-31,1.018518656696906,1.2923195220624146
2005-01-03,1.01591028506727,1.3
2005-01-04,1.000659665188223,1.3046036423199276
2005-01-05,0.9980235729501511,1.30544082111069
2005-01-06,1.0023004103458069,1.3041698674817526
2005-01-07,1.0023390801717544,1.3041903228029976
2005-01-10,1.0068290410788459,1.3028659540848246
2005-01-11,1.004490455756269,1.3036032659039347
2005-01-12,1.007741504825019,1.3026562671795228
2005-01-13,1.0065705512156033,1.303040719236076
2005-01-14,1.0105629319651568,1.301875875660545
2005-01-18,1.020416985152026,1.298992962720223
2005-01-19,1.0136983810063498,1.3010069035820746
2005-01-20,1.009994804835223,1.3021433663010842
2005-01-21,1.0058145699160774,1.3034316863514808
2005-01-24,1.006588659152706,1.3032308501851482
2005-01-25,1.003610604647702,1.3041632368972254
2005-01-26,1.0068942509336114,1.3032045275083806
2005-01-27,1.0071663298346045,1.303155878225065
2005-01-28,1.0125491884034548,1.3015776068998401
2005-01-31,1.018871251096025,1.2997397116968286
2005-02-01,1.0229033812479515,1.3
2005-02-02,1.0265075939292947,1.2989806095615832
2005-02-03,1.0241013963432255,1.299717073202261
2005-02-04,1.0399940438600463,1.2951701207049156
2005-02-07,1.0429091787930689,1.2943780245171057
2005-02-08,1.0469048862801056,1.2932874903610538
2005-02-09,1.0422889108109556,1.2946198616797662
2005-02-10,1.03773362372527,1.2959468056569785
2005-02-11,1.0442601935755789,1.294130613480731
2005-02-14,1.0453116684699781,1.2938684930090956
2005-02-15,1.045555900035826,1.293833448666227
2005-02-16,1.0440156927887545,1.294301170686578
2005-02-17,1.0340223453060284,1.2971799689958907
2005-02-18,1.0302786890754276,1.2982944555092106
2005-02-22,1.0158995510982625,1.3025519809943389
2005-02-23,1.0233160070464506,1.3003946786783056
2005-02-24,1.027413794568981,1.299232485283493
2005-02-25,1.0379272317631367,1.296237177928012
2005-02-28,1.0268073708702277,1.2994818324619886
2005-03-01,1.0306256725937402,1.3
2005-03-02,1.02947296514184,1.3003727626540194
2005-03-03,1.029467772897547,1.3004109542735178
2005-03-04,1.0452377958372105,1.2959148084852465
2005-03-07,1.047748135691389,1.2952420361552215
2005-03-08,1.039522583176717,1.2976145677606998
2005-03-09,1.0216845605633456,1.3028479006990676
2005-03-10,1.0266628751147868,1.3014163622503006
2005-03-11,1.0171058319027568,1.3042858347269117
2005-03-14,1.0252074342157966,1.3019182857795433
2005-03-15,1.015192465254056,1.3049343903346426
2005-03-16,1.0116160476513432,1.306050534066613
2005-03-17,1.014901910253882,1.305097574538066
2005-03-18,1.0091676276483474,1.3068692709023462
2005-03-21,1.004706466462704,1.3082702823753651
2005-03-22,0.9921985092098645,1.3121955379110897
2005-03-23,0.9953334727870308,1.3112517713395637
2005-03-24,0.9973027598880873,1.3106761347531504
2005-03-28,0.995169575404561,1.3113812459234473
2005-03-29,0.9930444911890115,1.3120868704431063
2005-03-30,1.0066173582278002,1.3079175567692387
2005-03-31,1.0089379822126392,1.307247873512107
2005-04-01,1.0071654641157834,1.3
2005-04-04,1.0083483839448983,1.299685244682887
2005-04-05,1.0107088592310658,1.299021977815508
2005-04-06,1.0152324756117175,1.2977265636362572
2005-04-07,1.0152538650085767,1.2977569390736494
2005-04-08,1.0087391480196781,1.299716801298716
2005-04-11,1.0121188773245393,1.2987528576608705
2005-04-12,1.0210307664209861,1.2961816407211395
2005-04-13,1.010337903668219,1.299353168707582
2005-04-14,0.9992436630681376,1.3027142167894579
2005-04-15,0.9953473702318333,1.3039367224178635
2005-04-18,0.9972409150993173,1.3033972192624663
2005-04-19,1.008451041713232,1.3000628413961153
2005-04-20,0.9962924672524046,1.3037638891509142
2005-04-21,1.0054085743005121,1.301047948632138
2005-04-22,1.0068832015898732,1.3006454250197095
2005-04-25,1.0135121649805383,1.298717642719426
2005-04-26,1.0050927136560697,1.3012585705517865
2005-04-27,1.009941117819357,1.2998510146126572
2005-04-28,1.004189623502503,1.301606944516355
2005-04-29,1.01358211421835,1.2988501392944296
2005-05-02,1.0177602144974929,1.3
2005-05-03,1.020521704001835,1.2992264657635975
2005-05-04,1.021966049100056,1.298842105032116
2005-05-05,1.0228607084357364,1.298618574401841
2005-05-06,1.0163907668660952,1.3005569912787536
2005-05-09,1.0218484744597096,1.2989896978573086
2005-05-10,1.0172239451573293,1.3003870762012841
2005-05-11,1.0231590132358277,1.2986827960481366
2005-05-12,1.0163916717364527,1.300709690936408
2005-05-13,1.016853248526201,1.3006115615842626
2005-05-16,1.0235479255104234,1.2986827777796004
2005-05-17,1.03032377564464,1.2967555664847832
2005-05-18,1.0420999692501236,1.2934394935898457
2005-05-19,1.044092248761585,1.2929166084241102
2005-05-20,1.043526097493686,1.2931127656521535
2005-05-23,1.052183493306185,1.2907382282612119
2005-05-24,1.0517285951513002,1.2909014341132918
2005-05-25,1.0472821218485988,1.2921745693017592
2005-05-26,1.051435027166447,1.2910583162268146
2005-05-27,1.053333823936311,1.2905713043074185
2005-05-31,1.054709057345029,1.2902302805486798
2005-06-01,1.0683068138687024,1.3
2005-06-02,1.0713958467340232,1.2991742999194542
2005-06-03,1.062555253385319,1.3017030670382037
2005-06-06,1.064650930001582,1.3011489791273498
2005-06-07,1.069637214652269,1.2997847580463495
2005-06-08,1.0654066486619493,1.3010151319834897
2005-06-09,1.0688419439046684,1.30008751043124
2005-06-10,1.060601426508386,1.3024590162695506
2005-06-13,1.0598814042231641,1.3027045685017136
2005-06-14,1.0581804858911912,1.3032312843075906
2005-06-15,1.06071356642906,1.3025474986945649
2005-06-16,1.0655395873931217,1.3012173037103443
2005-06-17,1.0685512094340608,1.3004077057698538
2005-06-20,1.0678577986306819,1.3006422944890168
2005-06-21,1.0723028524312626,1.2994354759118434
2005-06-22,1.0796223528509625,1.2974449334798326
2005-06-23,1.0671265865983228,1.3009680815179436
2005-06-24,1.0637570438016293,1.301962159477862
2005-06-27,1.0664010020944097,1.301254136035579
2005-06-28,1.0694739313537749,1.3004294855823417
2005-06-29,1.0663380551332962,1.3013545356946326
2005-06-30,1.0667678671647023,1.3012745124177043
2005-07-01,1.0623564256917335,1.3
2005-07-05,1.0637451245178537,1.2996498491412378
2005-07-06,1.059716375370774,1.3008312530463084
2005-07-07,1.0640904220843785,1.2996365051930188
2005-07-08,1.071280890558572,1.2976664369020054
2005-07-11,1.0755348150802022,1.2965302353460997
2005-07-12,1.0746332018675095,1.2968201835221325
2005-07-13,1.0749548297919838,1.2967729993434738
2005-07-14,1.07684446474962,1.2962939004752085
2005-07-15,1.0777651403409612,1.2960825205162534
2005-07-18,1.0702608086765861,1.2982008916680323
2005-07-19,1.076775694392524,1.2964387746480452
2005-07-20,1.0826010139562652,1.2948860583801716
2005-07-21,1.0701354349363739,1.2983640167148085
