Date,value,gross
2004-11-18,1.0,1.2999999999999998
2004-11-19,0.9907002610070531,1.3028459958581253
2004-11-22,0.9948583517507018,1.3016100973885028
2004-11-23,0.9949023357747889,1.3016269470028086
2004-11-24,0.9980734561859148,1.3006988392468344
2004-11-26,0.9965597298028627,1.3011858453122822
2004-11-29,0.9908947091113716,1.3029384231997596
2004-11-30,0.9901013492136403,1.3032119284788954
2004-12-01,0.9987480383885804,1.2999999999999998
2004-12-02,0.9970602677283518,1.3005384949419578
2004-12-03,1.0029438259912296,1.2988059433612085
2004-12-06,1.0023066882844904,1.2990263429971116
2004-12-07,0.9954025230769459,1.301131280466303
2004-12-08,0.9997560553871522,1.2998509334225834
2004-12-09,1.0005039010674028,1.2996576823433676
2004-12-10,1.0009203703015583,1.2995638674327639
2004-12-13,1.008786743078895,1.2972585899890272
2004-12-14,1.0110511607922308,1.296623183481024
2004-12-15,1.0144910601363863,1.2956476347913604
2004-12-16,1.0095930960777462,1.2971122090645426
2004-12-17,1.0056020924850202,1.298321622569709
2004-12-20,1.0067206929330048,1.2980203250248372
2004-12-21,1.0125309138269782,1.2963402684879373
2004-12-22,1.0131865455582416,1.2961787330252643
2004-12-23,1.0138205390434545,1.2960234339061318
2004-12-27,1.0109434516587759,1.296895904371052
2004-12-28,1.0145158985621194,1.295880748366468
2004-12-29,1.0126193295431276,1.296465627385858
2004-12-30,1.013417640052692,1.2962624413228925
2004-12-31,1.01228296329984,1.2966247723973288
2005-01-03,1.0075068315091715,1.2999999999999998
2005-01-04,0.9949663187705536,1.3038125778347993
2005-01-05,0.9905649426914145,1.305195107021767
2005-01-06,0.9929732366243715,1.3044873089832312
2005-01-07,0.9906027695913406,1.3052482351795345
2005-01-10,0.9942047784067856,1.304174628404297
2005-01-11,0.9909691627273529,1.3052001592625342
2005-01-12,0.9951597863145615,1.303947546073376
2005-01-13,0.991269906930849,1.3051728747595006
2005-01-14,0.9938289357715518,1.3044197164374396
2005-01-18,1.0009991012726767,1.3022717779283783
2005-01-19,0.9935687145569182,1.3045649649050854
2005-01-20,0.9900021247312822,1.3056952701761322
2005-01-21,0.988065059008841,1.3063274770259972
2005-01-24,0.9866931462355987,1.3067862900715073
2005-01-25,0.9852996740834059,1.3072530949851517
2005-01-26,0.9888403153709241,1.3061864878471279
2005-01-27,0.9890910737368381,1.306142449156154
2005-01-28,0.9916402273197269,1.305389236896504
2005-01-31,0.9947083844148714,1.3044811822609155
2005-02-01,0.9984788911338135,1.2999999999999998
2005-02-02,1.000844080225144,1.2993250326001855
2005-02-03,0.9967244483260168,1.3005962815073813
2005-02-04,1.0060095061664787,1.2978553698157564
2005-02-07,1.0053028458309445,1.2980981206413873
2005-02-08,1.0065050325928258,1.2977755867797767
2005-02-09,1.0034566131277904,1.2987141618540319
2005-02-10,1.0044869995205123,1.2984416955372782
2005-02-11,1.0110692935142729,1.2965325039735454
2005-02-14,1.012528397627304,1.296139190884523
2005-02-15,1.014597313887373,1.2955691175318795
2005-02-16,1.0132076316797896,1.2960089467961358
2005-02-17,1.0069251533969967,1.2978904228396764
2005-02-18,1.005623979965708,1.2983105072173853
2005-02-22,0.9974239140879454,1.3007982230737147
2005-02-23,1.002401804610259,1.2993397809532372
2005-02-24,1.0060859932159105,1.2982794289933526
2005-02-25,1.0143576666570042,1.2958827360631495
2005-02-28,1.0066826825981565,1.2981749364161725
2005-03-01,1.0092925607742407,1.2999999999999998
2005-03-02,1.008935023241828,1.3001431339322054
2005-03-03,1.0080717469271583,1.3004368455098232
2005-03-04,1.0203445484059794,1.2968595822267948
2005-03-07,1.0210476439953267,1.2966915632008869
2005-03-08,1.017785948379005,1.2976787128541138
2005-03-09,1.0061260121286772,1.3011654422535166
2005-03-10,1.009061400577403,1.3003261884007813
2005-03-11,1.0027505586296381,1.3022533221412753
2005-03-14,1.0070566920876023,1.3009978266521358
2005-03-15,1.0002831722043963,1.3030734867911353
2005-03-16,0.995970471922452,1.3044237312728728
2005-03-17,0.9976231394880517,1.3039571942154373
2005-03-18,0.9945403838765148,1.3049371979853706
2005-03-21,0.9888981161804486,1.3067152882069968
2005-03-22,0.9770195492217851,1.3104832129275839
2005-03-23,0.9779184154144352,1.3102372431396008
2005-03-24,0.9790087080958835,1.3099306129489263
2005-03-28,0.9789657993762739,1.3099831864249396
2005-03-29,0.9761855920255369,1.3109051579608337
2005-03-30,0.9871979055249965,1.3074756708793172
2005-03-31,0.9887233653862246,1.3070398008994237
2005-04-01,0.9858336449488148,1.2999999999999998
2005-04-04,0.9861213826990478,1.299949679121741
2005-04-05,0.9896503835513091,1.2989167112463753
2005-04-06,0.9939575096929756,1.2976583552821295
2005-04-07,0.995865231079864,1.2971247185332848
2005-04-08,0.9892292920875896,1.2991546841321377
2005-04-11,0.9913452946394007,1.298553010068646
2005-04-12,0.9975119366368781,1.296743812806649
2005-04-13,0.9894677742206522,1.2991931609185872
2005-04-14,0.979654024408519,1.3022277265178859
2005-04-15,0.9731153232354764,1.3042960735050546
2005-04-18,0.9750850708589258,1.30371901863686
2005-04-19,0.9849138463696323,1.3007264335998967
2005-04-20,0.9753042861291226,1.3037285864853272
2005-04-21,0.9846268391438592,1.3008911386052069
2005-04-22,0.9844810272583304,1.3009741207829248
2005-04-25,0.9891550378546266,1.2995906688551453
2005-04-26,0.982720840993451,1.3015908628553516
2005-04-27,0.9854563336996937,1.3007924992002515
2005-04-28,0.9789040359356901,1.3028445467581091
2005-04-29,0.9875588183128743,1.3002287237637193
2005-05-02,0.9904681836567211,1.2999999999999998
2005-05-03,0.9918677494762006,1.2996149907927599
2005-05-04,0.9976204295392015,1.297925708426485
2005-05-05,0.9987946208286871,1.2976131927966952
2005-05-06,0.9921136017929566,1.2996547743474598
2005-05-09,0.9965550867717826,1.2983571669299394
2005-05-10,0.9909487445941443,1.3000832028014895
2005-05-11,0.9955357520634994,1.2987387373865167
2005-05-12,0.9864808233145879,1.3015191739110183
2005-05-13,0.9855750110311727,1.3018348180249875
2005-05-16,0.9919510808052682,1.2999322523072576
2005-05-17,0.9971804053582471,1.2983966337403128
2005-05-18,1.0065534578745068,1.2956556359256952
2005-05-19,1.0079744469554537,1.2952761745817212
2005-05-20,1.0058587441733235,1.2959348502080534
2005-05-23,1.0118060546585106,1.2942330201702081
2005-05-24,1.0116086741423729,1.2943283253206057
2005-05-25,1.0098057780954757,1.2948922170502741
2005-05-26,1.0133843458732699,1.293888993752163
2005-05-27,1.0156086141750869,1.2932833692993038
2005-05-31,1.012570676045057,1.2942016545285147
