SPY,XLK,XLV,XLE,sharpe,return_pct,max_dd_pct
0.05,0.1,0.55,0.3,1.9900835824543768,1759.5725812958444,-10.371536511059986
0.05,0.1,0.6,0.25,2.002326187446614,1720.7316284089775,-9.618179383877322
0.05,0.1,0.65,0.2,1.9983780506697464,1680.613982195814,-8.97172990126105
0.05,0.1,0.7,0.15,1.9777693015436895,1639.3398502825896,-9.098121491550659
0.05,0.1,0.75,0.1,1.9412514591872505,1597.030753191688,-9.391312079989756
0.05,0.1,0.8,0.05,1.8906792782257205,1553.8089387898783,-9.757184584551315
0.05,0.1,0.85,0.0,1.8286919984112706,1509.796806097524,-10.169523387593083
0.05,0.15,0.0,0.8,1.4982049712990961,2298.1324789142436,-17.716830573488796
0.05,0.15,0.05,0.75,1.5575432223046926,2276.2410315278626,-16.868177285488052
0.05,0.15,0.1,0.7,1.6194503073496163,2251.79934966735,-16.013561569553335
0.05,0.15,0.15,0.65,1.6833903440013427,2224.889973053237,-15.15297434183277
0.05,0.15,0.2,0.6,1.7485265042471032,2195.6030984111953,-14.286406906391091
0.05,0.15,0.25,0.55,1.8136445944092425,2164.036079099956,-13.413850959408613
0.05,0.15,0.3,0.5,1.8770861224826172,2130.2928896181375,-12.6259658448439
0.05,0.15,0.35,0.45,1.936714244093516,2094.483559083631,-11.881506021005562
0.05,0.15,0.4,0.4,1.989945514113412,2056.7235779763623,-11.133202017779642
0.05,0.15,0.45,0.35,2.033883617985776,2017.1332825867846,-10.381060112446704
0.05,0.15,0.5,0.3,2.065579089086893,1975.8372217252934,-9.625086898478251
0.05,0.15,0.55,0.25,2.0824041345773865,1932.9635103145044,-8.967940478975223
0.05,0.15,0.6,0.2,2.082478271885668,1888.6431745124842,-9.093797781378099
0.05,0.15,0.65,0.15,2.0650318883635155,1843.009492996851,-9.384291974426318
0.05,0.15,0.7,0.1,2.030586271814085,1796.1973389815744,-9.676614330667954
0.05,0.15,0.75,0.05,1.9808803679162308,1748.3425274384076,-9.970740222182407
0.05,0.15,0.8,0.0,1.9185666759497142,1699.5811718582943,-10.266644976443363
0.05,0.2,0.0,0.75,1.5944711311955557,2544.88880252269,-16.155935043868187
0.05,0.2,0.05,0.7,1.6582108580106067,2518.3109009779328,-15.293710274752204
0.05,0.2,0.1,0.65,1.7242163112083737,2488.9717306619395,-14.425457762145832
0.05,0.2,0.15,0.6,1.7916945631500165,2456.9698027894824,-13.55116869379751
0.05,0.2,0.2,0.55,1.8594779269504327,2422.4116988313976,-12.67083465298291
0.05,0.2,0.25,0.5,1.9259507621845071,2385.411483119621,-11.901887388505294
0.05,0.2,0.3,0.45,1.9890044029668488,2346.0900800134955,-11.151094289003737
0.05,0.2,0.35,0.4,2.046052569124515,2304.5746203534413,-10.396422688388684
0.05,0.2,0.4,0.35,2.094145050234514,2260.997762109791,-9.63787890054697
0.05,0.2,0.45,0.3,2.1302089459185085,2215.4969902662037,-9.290308636862498
0.05,0.2,0.5,0.25,2.151415649366475,2168.2139010641117,-9.203944957905907
0.05,0.2,0.55,0.2,2.1556190640061086,2119.293475771341,-9.380808863780754
0.05,0.2,0.6,0.15,2.1417562995040433,2068.8833491288733,-9.670438822565385
0.05,0.2,0.65,0.1,2.110081988238431,2017.1330775740355,-9.961892299659713
0.05,0.2,0.7,0.05,2.0621482435831475,1964.1934122366208,-10.255144722817045
0.05,0.2,0.75,0.0,2.0005328724121734,1910.2155815606388,-10.550171475332204
0.05,0.25,0.0,0.7,1.691779472783018,2812.815165849119,-14.5706370082348
0.05,0.25,0.05,0.65,1.7591756862529402,2780.865639223989,-13.694680632664092
0.05,0.25,0.1,0.6,1.8282418435961725,2745.93654097543,-12.812631026564825
0.05,0.25,0.15,0.55,1.8978622960227913,2708.1444193068924,-11.928018345558955
0.05,0.25,0.2,0.5,1.966480092913911,2667.6142691774307,-11.174782043158704
